letter,ID,P1,P2
RM1,concatenate178,-26.16480827,-46.91675949
RM1,concatenate178,-25.30549622,-79.01643372
RM1,concatenate178,-24.98425865,-40.24304962
RM1,concatenate178,-79.28145599,-155.5753937
RM1,concatenate178,-110.2728577,-117.5970764
RM1,concatenate178,-62.70559311,-32.18801498
RM1,concatenate178,-38.78944778,-152.3148346
RM1,concatenate178,-33.40068436,-36.45244217
RM1,concatenate178,-53.670784,-95.78504181
RM1,concatenate178,-27.73084068,-120.5042801
RM1,concatenate178,-81.61042786,-112.128006
RM1,concatenate178,-24.97622871,-178.7848206
RM1,concatenate178,-99.23834229,-52.85162735
RM1,concatenate178,-152.403183,-137.1443939
RM1,concatenate178,-86.73416901,-114.1999893
RM1,concatenate178,-79.0485611,-145.5768738
RM1,concatenate178,-122.4156418,-60.77013397
RM1,concatenate178,-228.7694092,-103.0369797
RM1,concatenate178,-110.2407379,-109.0200348
RM1,concatenate178,-113.637825,-100.8204422
RM1,concatenate178,-161.5986023,-135.3534851
RM1,concatenate178,-117.7898178,-149.5281067
RM1,concatenate178,-64.56877136,-167.1078339
RM1,concatenate178,-127.5795364,-227.6772003
RM1,concatenate178,-46.1859436,-185.9564514
RM1,concatenate178,-39.03037643,-101.8965836
RM1,concatenate178,-106.4180069,-35.00687408
RM1,concatenate178,-115.3082581,-145.2154846
RM1,concatenate178,-146.1711731,-148.0022278
RM1,concatenate178,-33.18384933,-83.84303284
RM1,concatenate178,-171.9826202,-47.47089767
RM1,concatenate178,-121.9659119,-131.7315369
